Id,Serien NR,Typ,Firma,Art
100134,2545,M611,Telefunken,Mikrofone,0,,,x,,x,x,,,,
100135,A2375,U47,Neumann,Mikrofone,0,,,x,repariert 2009,x,x,,,,
100136,21979,D224C,AKG,Mikrofone,0,,,x,,x,x,,,,
100138,27559,KM8x,Neumann,Mikrofone,0,,,x,,x,x,,,,
100139,4172&75,KM 54,Neumann,Mikrofone,0,,,x,,x,x,,,,
100141,6029&3898,KM 140,Neumann,Mikrofone,0,,,x, alte Kapsel SN 1399,x,x,Barcode erneuern,,,
100142,333 & 31291,BLM 03C (Kapsel),Schoeps,Mikrofone,0,,,x,,x,x,,,,
100143,NULL,RE20,ElectroVoice,Mikrofone,0,,,x,,x,x,,,,
100144,34155 & 0320,KM 143,Neumann,Mikrofone,0,,,x,Ende Mai 2009 neu gekauft,x,x,Barcode erneuern,,,
100145,NULL,MD 421,Sennheiser,Mikrofone,0,,,x,,x,x,Barcode falsch?,,,
100146,7864&4731,KM 130,Neumann,Mikrofone,0,,,x,,x,x,,,,
100147,1085394,4006,B&K,Mikrofone,0,,,x,,x,x,,,,
100149,15309&3331,KM 140,Neumann,Mikrofone,0,,,x, alte Kapsel SN 7999,x,x,Barcode erneuern,,,
100150,7865&8845,KM 140,Neumann,Mikrofone,0,,,x, alte Kapsel SN 9743,x,x,,,,
100151,3857,U89,Neumann,Mikrofone,0,,,x,repariert 2009,,x,,,,
100152,15310&8838,KM 140,Neumann,Mikrofone,0,,,x, alte Kapsel SN 3458,x,x,,,,
110001,35394 & 67198,MK 2H,Schoeps,Mikrofone,0,x,,,,?,,bei Peter,,,
110002,35395 & 67361,MK 2H,Schoeps,Mikrofone,0,x,,x,,,,,,,
110003,31276 & 28463,MK 2S,Schoeps,Mikrofone,0,x,,x,,x,x,,,,
110004,31277 & 28464,MK 2S,Schoeps,Mikrofone,0,x,,x,,x,x,,,,
110005,31278 & 28465,MK 2S,Schoeps,Mikrofone,0,x,,x,Speiseteil 7693? unlesbar,x,x,,,,
110006,31279 & 28466,MK 2S,Schoeps,Mikrofone,0,x,,x,,x,x,,,,
110007,31280 &,MK 2S,Schoeps,Mikrofone,0,x,,,fehlt seit Anfang 2009,,,,,,
110201,03486 & 88507,MK 21,Schoeps,Mikrofone,0,x,,x,,x,x,,,,
110202,03487 & 88853,MK 21,Schoeps,Mikrofone,0,x,,,fehlt seit Anfang 2009,,,,,,
110203,26993 & 99928,MK 21,Schoeps,Mikrofone,0,x,,x,,x,x,,,,
110204,26994 & 107535,MK 21,Schoeps,Mikrofone,0,x,,x,,x,x,defekt (kein Signal),,,
110501,31281 & 16998,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110502,31282 & 17000,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110503,31283 & 18383,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110504,31284 & 18384,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110505,31285 & 20825,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110506,31286 & 20972,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110507,31291 & 39033,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110508,31292 & 39034,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110509,16020 & 22755,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110510,21516 & 39037,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110511,16343 & 44754,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110512,16344 & 44755,MK 5,Schoeps,Mikrofone,0,x,,,,,,,,,
110801,21514 & 6849,MK 8,Schoeps,Mikrofone,0,x,,,,,,,,,
110802,21515 & 15026,MK 8,Schoeps,Mikrofone,0,x,,,,,,,,,
110901,03412 &,CMC,Schoeps,Mikrofone,0,x,,,,,,,,,
110902,03414 &,CMC,Schoeps,Mikrofone,0,x,,,,,,,,,
110903,03864 &,CMC,Schoeps,Mikrofone,0,x,,,,,,,,,
110904,03866 &,CMC,Schoeps,Mikrofone,0,x,,,,,,,,,
110905,03867 &,CMC,Schoeps,Mikrofone,0,x,,,,,,,,,
113001,333,BLM 03C (Kapsel),Schoeps,Mikrofone,0,x,,,,,,,,,
113002,334,BLM 03C (Kapsel),Schoeps,Mikrofone,0,x,,,,,,,,,
113003,335,BLM 03C (Kapsel),Schoeps,Mikrofone,0,x,,,,,,,,,
113004,830,BLM 03C (Kapsel),Schoeps,Mikrofone,0,x,,,,,,,,,
113005,831,BLM 03C (Kapsel),Schoeps,Mikrofone,0,x,,,,,,,,,
,,,,,,,,,,,,,,,
100171,36526,M69,BeyerDynamic,Mikrofone,0,,,x,,,,Adminschrank – Check,,,
120001,,MKH 20,Sennheiser,Mikrofone,0,,,,,,,,,,
120002,,MKH 20,Sennheiser,Mikrofone,0,,,,,,,,,,
120401,14604,MKH 40,Sennheiser,Mikrofone,0,x,,,,,,,,,
120402,14912,MKH 40,Sennheiser,Mikrofone,0,x,,,,,,,,,
120403,15699,MKH 40,Sennheiser,Mikrofone,0,x,,,,,,,,,
140701,0830 & 0386,M 21 & MV 200,Microtech Gefell,Mikrofone,0,x,,,,,,,,,
140702,0843 & 0387,M 21 & MV 200,Microtech Gefell,Mikrofone,0,x,,,,,,,,,
101096,13267,MKH418 incl.Puschel/Griff/Kabel,Sennheiser,Mikrofone,1,,,,,,,neu ab September 2011,,,
200001,NULL,"Cinch - Klinke 6,3 a",Adapter,Kabel,0,,,,,,x,,,,
200002,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,,,,,
200003,NULL,XLR w - XLR w,Adapter,Kabel,0,,,x,,,,,,,
200004,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,x,,,,
200005,NULL,XLR m - XLR m,Adapter,Kabel,0,,,,,,,,,,
200006,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,x,,,,
200007,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,x,,,,
200008,NULL,XLR w - XLR w,Adapter,Kabel,0,,,x,,,,,,,
200009,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,,,,,,
200010,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,,,,,
200011,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,x,,,,
200012,NULL,XLR m - XLR m,Adapter,Kabel,0,,,,,,,,,,
200013,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200014,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,x,,,,
200015,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200016,NULL,"XLR w - Klinke 6,3 s",Adapter,Kabel,0,,,,,,x,,,,
200017,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200018,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200019,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200020,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200021,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200022,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200023,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200024,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200025,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200026,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,1,,,,???,,,,,,
200027,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200028,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200029,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200030,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200031,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200032,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200033,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200034,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200035,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200036,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200037,NULL,Mikrofonkabel 15m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200038,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200039,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200040,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200041,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200042,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200043,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,x,,,,,
200044,NULL,"XLR w - Klinke 6,3 s",Adapter,Kabel,0,,,x,,x,,Barcode erneuern,,,
200045,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200046,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200047,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,x,x,,,,
200048,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,,,,,,,,
200049,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,,,,,,,,
200050,NULL,"XLR w - Klinke 6,3 s",Adapter,Kabel,0,,,,,,,,,,
200051,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200052,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200053,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200054,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,x,,,,
200055,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200056,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200057,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200058,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200059,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200060,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200061,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200062,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200063,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200064,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200065,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200066,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200067,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200068,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200069,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200070,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,x,,,,
200071,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,1,,,,???,,,,,,
200072,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200073,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200074,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200075,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200076,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200077,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200078,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,x,,,,
200079,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200080,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200081,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200082,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200083,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200084,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,x,,Barcode erneuern,,,
200085,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200086,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,,,,,
200087,NULL,"Cinch - Klinke 6,3 a",Adapter,Kabel,0,,,x,,x,x,,,,
200088,NULL,Kleintuchel >1m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200089,NULL,Cinch - BNC 50Ohm,Adapter,Kabel,0,,,x,,x,x,,,,
200090,NULL,Cinch - BNC 50Ohm,Adapter,Kabel,0,,,,,x,x,,,,
200091,NULL,SubD - 6x XLR m,Peitschen,Kabel,0,,,,,,,,,,
200092,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200093,NULL,"SubD - 8x Klinke 6,3",Peitschen,Kabel,0,,,x,,x,x,,,,
200094,NULL,SubD - 8x XLR w,Peitschen,Kabel,0,,,,,,x,,,,
200095,NULL,"SubD - 8x Klinke 6,3",Peitschen,Kabel,0,,,x,,x,x,,,,
200096,NULL,SubD - 8x XLR w,Peitschen,Kabel,0,,,,,,,,,,
200097,NULL,230V-Verlängerung,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200098,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200099,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200100,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200101,NULL,3er-Steckdose,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200102,NULL,5er-Steckdose,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200103,NULL,6er-Steckdose,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200104,NULL,6er-Steckdose,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200105,NULL,3er-Steckdose,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200106,NULL,5er-Steckdose,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200107,NULL,5er-Steckdose,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200108,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,1,,,,???,,,,,,
200109,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200110,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,1,,,,???,,,,,,
200111,NULL,Kleintuchel <1m,Mikrofonkabel,Kabel,0,,,x,,,,,,,
200112,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200113,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,x,,,,,
200114,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,x,,,x,,,,
200115,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,1,,,,???,,,,,,
200116,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,,,,,,
200117,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,,,,,,
200118,NULL,230V-Verlängerung,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200119,NULL,8x Klinke-Klinke sy. 5 m ,Peitschen,Kabel,0,,,,,x,x,Barcode erneuern,,,
200120,NULL,XLR m - XLR m,Adapter,Kabel,0,,,,,,,,,,
200121,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,,,,,,
200122,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,,,,,
200123,NULL,XLR m - XLR m,Adapter,Kabel,0,,,x,,x,x,,,,
200125,NULL,XLR w - XLR w,Adapter,Kabel,0,,,x,,,,,,,
200126,NULL,XLR w - XLR w,Adapter,Kabel,0,,,x,,,,,,,
200127,NULL,XLR w - XLR w,Adapter,Kabel,0,,,x,,x,x,,,,
200128,NULL,230V-Verlängerung,230V,Kabel,0,,,x,,,nicht gecheckt,,,,
200129,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200130,NULL,230V-Verlängerung,230V,Kabel,0,,,,,,nicht gecheckt,,,,
200141,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,x,x,,,,
200142,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,,x,,,,
200143,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,x,x,,,,
200144,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,x,x,,,,
200145,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,,x,,,,
200147,NULL,Klinke - Klinke,Adapter,Kabel,0,,,x,,,,,,,
200148,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200149,NULL,"XLR w - Klinke 6,3 s",Adapter,Kabel,0,,,x,,x,,Barcode erneuern,,,
200150,NULL,"XLR w - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,x,,,,
200151,NULL,"XLR m - Klinke 6,3 s",Adapter,Kabel,0,,,x,,,,,,,
200152,NULL,"SubD - 8x Klinke 6,3",Peitschen,Kabel,1,,,,Kanal 4 defekt,,x,Barcode erneuern,,,
200153,NULL,"SubD - 8x Klinke 6,3",Peitschen,Kabel,0,,,,,,x,Barcode erneuern,,,
200155,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200156,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200157,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200158,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,x,,,,,
200159,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,x,x,,,,
200161,NULL,Mikrofonkabel stereo 18m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200162,NULL,Mikrofonkabel stereo 18m,Mikrofonkabel,Kabel,0,,,x,,x,x,,,,
200163,NULL,8x xlr m -Klinke sy.,Peitschen,Kabel,0,,,,,x,x,,,,
200164,NULL,8x xlr m -Klinke sy.,Peitschen,Kabel,0,,,,,x,x,,,,
200165,NULL,8x xlr m -Klinke sy.,Peitschen,Kabel,0,,,,,x,x,Barcode erneuern,,,
200166,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200167,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200168,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200169,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200170,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200171,NULL,XLR w - XLR w,Adapter,Kabel,0,,,,,,x,neu Dezember 2011,,,
200172,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200173,NULL,Mikrofonkabel 10m,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200174,NULL,XLR Patchkaabel,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200175,NULL,XLR Patchkaabel,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200176,NULL,XLR Patchkaabel,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200177,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
200178,NULL,Mikrofonkabel 5m,Mikrofonkabel,Kabel,0,,,,,,x,neu Dezember 2011,,,
